# Latin key <TAB> Devanagari word - generated from ne-words.sqlite3.
# Sorted by UTF-8 byte order, which is what fst's SetBuilder requires.
# Regenerate with tools/mkwords.py; do not hand-edit.
DaDhelo	डढेलो
khapdaa	खप्दा
khapdai	खप्दै
khape	खपे
khapeko	खपेको
khapne	खप्ने
khapnu	खप्नु
khappar	खप्पर
khappis	खप्पिस
khapyo	खप्यो
khar	खर
khar	खार
kharaab	खराब
kharaabi	खराबी
kharaabii	खराबी
kharaani	खरानी
kharaanii	खरानी
kharaayo	खरायो
kharab	खराब
kharabi	खराबी
kharabii	खराबी
kharani	खरानी
kharanii	खरानी
kharayo	खरायो
kharch	खर्च
kharchilo	खर्चिलो
kharej	खारेज
khareji	खारेजी
kharejii	खारेजी
kharid	खरिद
kharidaar	खरिदार
kharidabikri	खरिदबिक्री
kharidabikrii	खरिदबिक्री
kharidar	खरिदार
khark	खर्क
kharo	खरो
khas	खस
khas	खास
khasakhus	खासखुस
khasam	खसम
khaschh	खस्छ
khasda	खस्दा
khasdaa	खस्दा
khasdai	खस्दै
khase	खसे
khaseko	खसेको
khasi	खसी
khasii	खसी
khasne	खस्ने
khasnu	खस्नु
khasro	खस्रो
khasto	खास्टो
khasyo	खस्यो
khat	खाट
khata	खाता
khataa	खाता
khatam	खतम
khatara	खतरा
khataraa	खतरा
khataranaak	खतरनाक
khataranak	खतरनाक
khatir	खातिर
khattam	खत्तम
khayo	खायो
khed	खेद
khel	खेल
khelaaDii	खेलाडी
khelaadi	खेलाडी
khelaadii	खेलाडी
khelabaaD	खेलबाड
khelabaad	खेलबाड
khelabad	खेलबाड
kheladi	खेलाडी
kheladii	खेलाडी
khelakud	खेलकुद
khelamaidaan	खेलमैदान
khelamaidan	खेलमैदान
khelauna	खेलौना
khelaunaa	खेलौना
khelchh	खेल्छ
khelda	खेल्दा
kheldaa	खेल्दा
kheldai	खेल्दै
khele	खेले
kheleko	खेलेको
khelne	खेल्ने
khelnu	खेल्नु
khelyo	खेल्यो
khema	खेमा
khemaa	खेमा
kher	खेर
khet	खेत
khetaala	खेताला
khetaalaa	खेताला
khetabaari	खेतबारी
khetabaarii	खेतबारी
khetabari	खेतबारी
khetabarii	खेतबारी
khetala	खेताला
khetalaa	खेताला
kheti	खेती
khetii	खेती
khetiipaati	खेतीपाती
khetiipaatii	खेतीपाती
khetiipati	खेतीपाती
khetiipatii	खेतीपाती
khetiiyogy	खेतीयोग्य
khetipaati	खेतीपाती
khetipaatii	खेतीपाती
khetipati	खेतीपाती
khetipatii	खेतीपाती
khetiyogy	खेतीयोग्य
khichaDii	खिचडी
khichaataani	खिचातानी
khichaataanii	खिचातानी
khichaatani	खिचातानी
khichaatanii	खिचातानी
khichadi	खिचडी
khichadii	खिचडी
khichataani	खिचातानी
khichataanii	खिचातानी
khichatani	खिचातानी
khichatanii	खिचातानी
khiir	खीर
khilaaph	खिलाफ
khilaph	खिलाफ
khilli	खिल्ली
khillii	खिल्ली
khinn	खिन्न
khinnata	खिन्नता
khinnataa	खिन्नता
khir	खीर
khisi	खिसी
khisii	खिसी
khiss	खिस्स
khitka	खित्का
khitkaa	खित्का
khiya	खिया
khiyaa	खिया
khoT	खोट
khoTo	खोटो
khoch	खोँच
khoi	खोइ
khoj	खोज
khojatalaas	खोजतलास
khojatalas	खोजतलास
khojchh	खोज्छ
khojda	खोज्दा
khojdaa	खोज्दा
khojdai	खोज्दै
khoje	खोजे
khojeko	खोजेको
khoji	खोजी
khojii	खोजी
khojne	खोज्ने
khojnu	खोज्नु
khojyo	खोज्यो
khoki	खोकी
khokii	खोकी
khokila	खोकिला
khokilaa	खोकिला
khokro	खोक्रो
khol	खोल
kholaanaala	खोलानाला
kholaanaalaa	खोलानाला
kholaanala	खोलानाला
kholaanalaa	खोलानाला
kholanaala	खोलानाला
kholanaalaa	खोलानाला
kholanala	खोलानाला
kholanalaa	खोलानाला
kholchh	खोल्छ
kholda	खोल्दा
kholdaa	खोल्दा
kholdai	खोल्दै
khole	खोले
kholeko	खोलेको
kholi	खोली
kholii	खोली
kholne	खोल्ने
kholnu	खोल्नु
kholo	खोलो
kholyo	खोल्यो
khop	खोप
khopi	खोपी
khopii	खोपी
khor	खोर
khot	खोट
khoto	खोटो
kho~ch	खोँच
khuDkilo	खुड्किलो
khuTTo	खुट्टो
khub	खुब
khub	खूब
khubi	खुबी
khubii	खुबी
khud	खुद
khudkilo	खुड्किलो
khudra	खुद्रा
khudraa	खुद्रा
khukulo	खुकुलो
khukuri	खुकुरी
khukurii	खुकुरी
khula	खुला
khulaa	खुला
khulaapan	खुलापन
khulaasa	खुलासा
khulaasaa	खुलासा
khulapan	खुलापन
khulasa	खुलासा
khulasaa	खुलासा
khulast	खुलस्त
khuleaam	खुलेआम
khuleam	खुलेआम
khulla	खुल्ला
khullaa	खुल्ला
khuraak	खुराक
khurak	खुराक
khursaani	खुर्सानी
khursaanii	खुर्सानी
khursani	खुर्सानी
khursanii	खुर्सानी
khurukhuru	खुरुखुरु
khurukk	खुरुक्क
khushi	खुशी
khushii	खुशी
khusi	खुसी
khusii	खुसी
khusukk	खुसुक्क
khutto	खुट्टो
khuub	खूब
khyaal	ख्याल
khyaalaThaTTaa	ख्यालठट्टा
khyaalathatta	ख्यालठट्टा
khyaalathattaa	ख्यालठट्टा
khyaati	ख्याति
khyaauTe	ख्याउटे
khyaaute	ख्याउटे
khyal	ख्याल
khyalathatta	ख्यालठट्टा
khyalathattaa	ख्यालठट्टा
khyati	ख्याति
khyaute	ख्याउटे
ki	कि
kiMkartavyavimuuDh	किंकर्तव्यविमूढ
kiMvaa	किंवा
kiMvadantii	किंवदन्ती
kiTaan	किटान
kiTaanii	किटानी
kiTikk	किटिक्क
kichakanni	किचकन्नी
kichakannii	किचकन्नी
kichen	किचेन
kiiTaaNu	कीटाणु
kiiTanaashak	कीटनाशक
kiira	कीरा
kiiraa	कीरा
kiirtan	कीर्तन
kiirti	कीर्ति
kiirtimaan	कीर्तिमान
kiirtiman	कीर्तिमान
kiitaanu	कीटाणु
kiitanaashak	कीटनाशक
kiitanashak	कीटनाशक
kiitanu	कीटाणु
kila	किला
kilaa	किला
killa	किल्ला
killaa	किल्ला
kilo	किलो
kilograam	किलोग्राम
kilogram	किलोग्राम
kilomiTar	किलोमिटर
kilomitar	किलोमिटर
kimaarth	किमार्थ
kimarth	किमार्थ
kimati	किमती
kimatii	किमती
kimbu	किम्बु
kin	किन
kinaar	किनार
kinabech	किनबेच
kinabhane	किनभने
kinaki	किनकि
kinamel	किनमेल
kinar	किनार
kinchh	किन्छ
kinchit	किञ्चित
kinda	किन्दा
kindaa	किन्दा
kindai	किन्दै
kine	किने
kineko	किनेको
kinkartavyavimudh	किंकर्तव्यविमूढ
kinkartavyavimuudh	किंकर्तव्यविमूढ
kinne	किन्ने
kinnu	किन्नु
kintu	किन्तु
kinva	किंवा
kinvaa	किंवा
kinvadanti	किंवदन्ती
kinvadantii	किंवदन्ती
kinyo	किन्यो
kiphaayat	किफायत
kiphayat	किफायत
kira	कीरा
kiraN	किरण
kiraa	कीरा
kiraat	किराँत
kiraati	किराँती
kiraatii	किराँती
kiraaya	किराया
kiraayaa	किराया
kiraa~t	किराँत
kiraa~tii	किराँती
kiran	किरण
kirat	किराँत
kirati	किराँती
kiratii	किराँती
kiraya	किराया
kirayaa	किराया
kiriya	किरिया
kiriyaa	किरिया
kirna	किर्ना
kirnaa	किर्ना
kirtan	कीर्तन
kirte	किर्ते
kirti	कीर्ति
kirtimaan	कीर्तिमान
kirtiman	कीर्तिमान
kisaan	किसान
kisaani	किसानी
kisaanii	किसानी
kisan	किसान
kisani	किसानी
kisanii	किसानी
kishor	किशोर
kissa	किस्सा
kissaa	किस्सा
kista	किस्ता
kistaa	किस्ता
kistaabandi	किस्ताबन्दी
kistaabandii	किस्ताबन्दी
kistabandi	किस्ताबन्दी
kistabandii	किस्ताबन्दी
kisti	किस्ती
kistii	किस्ती
kitaab	किताब
kitaan	किटान
kitaani	किटानी
kitaanii	किटानी
kitaanu	कीटाणु
kitab	किताब
kitan	किटान
kitanaashak	कीटनाशक
kitanashak	कीटनाशक
kitani	किटानी
kitanii	किटानी
kitanu	कीटाणु
kitikk	किटिक्क
kitli	कित्ली
kitlii	कित्ली
ki~nchit	किञ्चित
klaas	क्लास
klab	क्लब
klas	क्लास
klinik	क्लिनिक
koD	कोड
koDi~N	कोडिङ
koN	कोण
koNasabhaa	कोणसभा
koSh	कोष
koShaadhyakSh	कोषाध्यक्ष
koT	कोट
koThaa	कोठा
koThe	कोठे
koThii	कोठी
koTi	कोटि
koTyaae	कोट्याए
koTyaaeko	कोट्याएको
koTyaaune	कोट्याउने
koTyaaunu	कोट्याउनु
koTyaau~chh	कोट्याउँछ
koTyaau~dai	कोट्याउँदै
koTyaayo	कोट्यायो
kochchh	कोच्छ
kochda	कोच्दा
kochdaa	कोच्दा
kochdai	कोच्दै
koche	कोचे
kocheko	कोचेको
kochne	कोच्ने
kochnu	कोच्नु
kochyo	कोच्यो
kod	कोड
kodaalo	कोदालो
kodalo	कोदालो
kodin	कोडिङ
kodo	कोदो
kohi	कोही
kohii	कोही
koila	कोइला
koilaa	कोइला
koili	कोइली
koilii	कोइली
kokh	कोख
kokha	कोखा
kokhaa	कोखा
kokoholo	कोकोहोलो
kokyaae	कोक्याए
kokyaaeko	कोक्याएको
kokyaauchh	कोक्याउँछ
kokyaaudai	कोक्याउँदै
kokyaaune	कोक्याउने
kokyaaunu	कोक्याउनु
kokyaau~chh	कोक्याउँछ
kokyaau~dai	कोक्याउँदै
kokyaayo	कोक्यायो
kokyae	कोक्याए
kokyaeko	कोक्याएको
kokyauchh	कोक्याउँछ
kokyaudai	कोक्याउँदै
kokyaune	कोक्याउने
kokyaunu	कोक्याउनु
kokyayo	कोक्यायो
kol	कोल
kolTo	कोल्टो
kolaahal	कोलाहल
kolahal	कोलाहल
kolesTrol	कोलेस्ट्रोल
kolestrol	कोलेस्ट्रोल
koloni	कोलोनी
kolonii	कोलोनी
kolto	कोल्टो
komal	कोमल
komalata	कोमलता
komalataa	कोमलता
kon	कोण
konasabha	कोणसभा
konasabhaa	कोणसभा
kopila	कोपिला
kopilaa	कोपिला
korT	कोर्ट
kora	कोरा
koraa	कोरा
korra	कोर्रा
korraa	कोर्रा
kors	कोर्स
kort	कोर्ट
kos	कोस
koseli	कोसेली
koselii	कोसेली
kosh	कोश
kosh	कोष
koshaadhyaksh	कोषाध्यक्ष
koshadhyaksh	कोषाध्यक्ष
